Kooel Pialli,Loxopterygium sagotii,0.62,
Kooroobooelli,Peltogyne porphyrocardia,0.69,
Kooroobovelli,Peltogyne porphyrocardia,0.69,
Koperi,Cedrela odorata,0.39,
Kora,Anisoptera costata,0.52,
Korina,Terminalia superba,0.40,
Korob,Manilkara zapota,0.71,
Koroboreli,Peltogyne porphyrocardia,0.69,
Koroboreli,Peltogyne venosa,0.69,
Koroborelli,Peltogyne porphyrocardia,0.69,
Koroborezi,Peltogyne venosa,0.69,
Koron Paku,Catostemma fragrans,0.66,
Kosau,Isoberlinia doka,0.63,
Kosina,Terminalia superba,0.40,
Koto,Pterygota bequaertii,0.53,
Koto,Pterygota macrocarpa,0.54,
Kotublassu,Lophira alata,0.94,
Kouali,Qualea albiflora,0.54,
Kouali,Qualea paraensis,0.58,
Kouali,Vochysia ferruginea,0.52,
Kouali,Vochysia guianensis,0.52,
Kouali,Vochysia lehmanni,0.52,
Kouali,Vochysia tomentosa,0.52,
Kouburelli,Peltogyne porphyrocardia,0.69,
Koul,Mansonia altissima,0.55,
Koula,Pterocarpus soyauxii,0.64,
Koumanti Oudou,Aspidosperma desmanthum,0.65,
Koungou,Piptadeniastrum africanum,0.63,
Kowa,Terminalia arjuna,0.71,
Kowal,Alnus nepalensis,0.26,
Koyaua,Pometia pinnata,0.60,
Kpa,Beilschmiedia mannii,0.62,
Kpa,Triplochiton scleroxylon,0.32,
Kpeh,Irvingia gabonensis,0.76,
Kpele,Irvingia gabonensis,0.76,
Kpendei,Afzelia bipindensis,0.62,
Kpendei,Afzelia pachyloba,0.62,
Kpoo,Mitragyna stipulosa,0.53,
Kpowo,Mitragyna stipulosa,0.53,
Krabaak,Anisoptera curtisii,0.52,
Krabaak Daeng,Anisoptera curtisii,0.52,
Krabaak Thong,Anisoptera curtisii,0.52,
Krabak,Anisoptera costata,0.52,
Krabak,Anisoptera curtisii,0.52,
Kra-Bak,Anisoptera costata,0.52,
Krabak Daeng,Anisoptera costata,0.52,
Krabak Dam,Anisoptera costata,0.52,
Krabak Thong,Anisoptera curtisii,0.52,
Krakas Prek,Intsia bijuga,0.65,
Krammal,Populus ciliata,0.37,
Kraungyan,Pometia pinnata,0.60,
Krishing,Cedrela serrata,0.52,
Kromanti,Aspidosperma desmanthum,0.65,
Kuakia,Pometia pinnata,0.60,
Kuantan,Tetramerista glabra,0.73,
Kuasi,Podocarpus neriifolia,0.48,
Kuba Mahogany,Swietenia mahagoni,0.57,
Kubok,Intsia bijuga,0.65,
Kubuk,Intsia bijuga,0.65,
Kudwal,Mitragyna parvifolia,0.59,
Kuebang Batu,Shorea negrosensis,0.59,
Kuglik,Pometia pinnata,0.60,
Kujya,Cedrela toona,0.47,
Kukui,Aleurites moluccana,0.14,
Kukuo,Diospyros ebenaster,0.61,4
Kukuo,Diospyros mindanaensis,0.78,14
Kuliaan,Shorea negrosensis,0.59,
Kulim Papa,Vitex cofassus,0.67,
Kulim Papa,Vitex parviflora,0.68,
Kuling-Babui,Dysoxylum euphlebium,0.63,
Kulm,Mitragyna parvifolia,0.59,
Kumaru,Dipteryx odorata,0.82,
Kumbuk,Terminalia arjuna,0.71,
Kumiri,Aleurites moluccana,0.14,
Kumkunbe,Terminalia superba,0.40,
Kumpang,Myristica buchneriana,0.41,
Kumpang,Myristica chartacea,0.48,
Kumpang,Myristica hypargyraea,0.44,
Kumpang,Myristica sp.,0.54,
Kumpas,Koompassia malaccensis,0.76,
Kumra,Mitragyna parvifolia,0.59,
Kunch,Alnus nepalensis,0.26,
Kung,Terminalia amazonia,0.76,
Kung,Terminalia arjuna,0.71,
Kung,Terminalia ivorensis,0.54,
Kung,Terminalia procera,0.54,
Kungkil,Pometia pinnata,0.60,
Kunis,Alnus nepalensis,0.26,
Kunsun,Grewia elastica,0.63,
Kuntz,Alnus nepalensis,0.26,
Kunu,Lophira alata,0.94,
Kunukwa,Pygeum africanum,0.61,
Kuraburelli,Peltogyne porphyrocardia,0.69,
Kurama,Cedrela odorata,0.39,
Kurana,Cedrela odorata,0.39,
Kuren,Intsia bijuga,0.65,
Kuruburelli,Peltogyne porphyrocardia,0.69,
Kuruburelli,Peltogyne venosa,0.69,
Kuruk,Cedrela toona,0.47,
Kurum,Mitragyna parvifolia,0.59,
Kusonoki,Cinnamomum camphora,0.38,
Kutebi,Mitragyna parvifolia,0.59,
Kuviy,Araucaria angustifolia,0.49,
Kwadwema,Turraeanthus africanus,0.51,
Kwai,Terminalia amazonia,0.76,
Kwanari,Hymenaea courbaril,0.83,
K'wannarri,Hymenaea courbaril,0.83,
Kwari,Vochysia ferruginea,0.52,
Kwari,Vochysia guianensis,0.52,
Kwari,Vochysia lehmanni,0.52,
Kwari,Vochysia tomentosa,0.52,
Kwarie,Byrsonima coriacea,0.68,
Kwateri,Eschweilera sagotiana,0.90,
Kwatru,Eschweilera sagotiana,0.90,
Kwila,Intsia bijuga,0.65,
Kwila,Intsia palembanica,0.65,
Kwintofi,Beilschmiedia mannii,0.62,
Kwipariye,Loxopterygium sagotii,0.62,
Kwo-Kwo,Mitragyna stipulosa,0.53,
Kyere,Lophira alata,0.94,
Kyere,Pterygota bequaertii,0.53,
Kyere,Pterygota macrocarpa,0.54,
Kyeto,Vitex cofassus,0.67,
Kyirafunti,Lophira alata,0.94,
Kyirebente,Lophira alata,0.94
Labi,Beilschmiedia mannii,0.62,
Labri,Morus alba,0.60,
Lacewood,Grevillea robusta,0.54,
Lacewood,Platanus hybrida,0.59,
Lacewood,Platanus occidentalis,0.49,
Lacre de Bajo,Tetragastris altissima,0.74,
Lacreiro,Qualea paraensis,0.58,
Ladet,Cedrela toona,0.47,
Lagan,Dipterocarpus basilanicus,0.54,
Lagan,Dipterocarpus grandiflorus,0.68,
Lagan,Dipterocarpus warburgii,0.53,
Lagasi,Shorea negrosensis,0.59,
Lago,Pygeum turnerianum,0.44,
Lagunero,Dipterocarpus basilanicus,0.54,
Lagunero,Dipterocarpus grandiflorus,0.68,
Lagunero,Dipterocarpus warburgii,0.53,
Lagunero,Pterocarpus marsupium,0.71,4
Lagunero,Pterocarpus vernalis,0.63,
Laguno,Vochysia lehmanni,0.52,
Laguno,Vochysia tomentosa,0.52,
Laiman-Phang,Grewia elastica,0.63,
Lakolako,Koordersiodendron pinnatum,0.71,
Lakuch,Artocarpus hirsuta,0.52,
Lamio,Dracontomelon edule,0.44,
Lamoa,Melia azedarach,0.51,
Lamog,Planchonia papuana,0.61,
Lamong,Planchonia papuana,0.61,
Lampati,Duabanga sonneratioides,0.37,
Lamphu,Duabanga sonneratioides,0.37,
Lanan,Shorea leptoclados,0.38,4
Lanan,Shorea smithiana,0.43,4
Landi,Terminalia superba,0.40,
Landin,Podocarpus guatemalensis,0.54,
Landin,Podocarpus neriifolia,0.48,
Landojan,Aningeria altissima,0.42,
Landojan,Aningeria dombeyi,0.39,
Landojan,Aningeria robusta,0.42,
Landosan,Aningeria altissima,0.42,
Landosan,Aningeria dombeyi,0.39,
Landosan,Aningeria robusta,0.42,
Landung,Pometia pinnata,0.60,
Landur,Pometia pinnata,0.60,
Langbian pine,Pinus insularis,0.50,
Langbian Three-Leaved Pine,Pinus insularis,0.50,
Langsek Anggang,Pometia pinnata,0.60,
Lanutan-Bagio,Gonystylus macrophyllum,0.54,
Lanutan-Bagyo,Gonystylus macrophyllum,0.54,
Lapachillo Tally,Tabebuia serratifolia,0.99,
Lapacho,Tabebuia serratifolia,0.99,4
Lapacho Amarillo,Tabebuia serratifolia,0.99,
Lapacho Blanco,Tabebuia serratifolia,0.99,
Lapacho Crespo,Tabebuia serratifolia,0.99,
Lapacho Negro,Tabebuia serratifolia,0.99,4
Lapacho Rosa,Tabebuia serratifolia,0.99,
Larana Whitewood,Triplochiton scleroxylon,0.32,
Larch,Abies amabilis,0.43,
Larch,Abies grandis,0.37,
Larch,Larix laricina,0.53,
Larch,Larix occidentalis,0.52,
Larel de costa,Cordia alliodora,0.51,
Large false mopane,Guibourtia coleosperma,0.66,
Large Leaf Mahogany,Swietenia macrophylla,0.47,
Large Leaved Mahogany,Swietenia macrophylla,0.47,
Lark,Larix decidua,0.48,14
Larut,Tetramerista glabra,0.73,
Lasila,Lagerstroemia piriformis,0.67,
Lasilak,Lagerstroemia piriformis,0.67,
Lastan,Peltogyne porphyrocardia,0.69,
Lastan,Peltogyne venosa,0.69,
Latag,Xanthophyllum excelsum,0.67,
Latareko,Gonystylus macrophyllum,0.54,
Lau Tau,Nyssa sylvatica,0.50,
Lau Tau,Tarrietia sylvatica,0.82,
Lauaan,Shorea negrosensis,0.59,
Lauaan-Ayian,Shorea negrosensis,0.59,
Lauaan-Ayuan,Shorea negrosensis,0.59,
Lauaan-Pula,Shorea negrosensis,0.59,
Lauaan-Tabiban,Shorea negrosensis,0.59,
Lauaan-Takuban,Shorea negrosensis,0.59,
Lauan,Shorea contorta,0.37,4
Lauan,Shorea leprosula,0.50,4
Lauan,Shorea negrosensis,0.59,
Laui,Pometia pinnata,0.60,
Laukya,Schima wallichii,0.62,
Laurel,Cordia alliodora,0.51,
Laurel Amarillo,Cordia alliodora,0.51,
Laurel Avispillo,Phoebe elongata,0.62,
Laurel Blanco,Cordia alliodora,0.51,
Laurel Bobo,Phoebe elongata,0.62,
Laurel Corriente,Cordia alliodora,0.51,
Laurel de Cerro,Cordia alliodora,0.51,
Laurel de Costa,Cordia alliodora,0.51,
Laurel de Montana,Cordia alliodora,0.51,
Laurel Macho,Cordia alliodora,0.51,
Laurel Negro,Cordia alliodora,0.51,
Laurel Oak,Quercu laurifolia,0.63,
Laurel Sabino,Magnolia sororum,0.52,
Laurel Sabino,Magnolia yoroconte,0.52,
Lauri,Terminalia ivorensis,0.54,
Laurier Canelle,Phoebe elongata,0.62,
Laurier de Rose,Phoebe elongata,0.62,
Laurier-Rose,Podocarpus guatemalensis,0.54,
Lauro Amarillo,Cordia alliodora,0.51,
Lauteneng,Pometia pinnata,0.60,
Lawson Cypress,Chamaecyparis lawsoniana,0.43,
Lawson False Cypress,Chamaecyparis lawsoniana,0.43,
Lawson's Cypress,Chamaecyparis lawsoniana,0.43,
Leather-Leaved Locust,Hymenaea courbaril,0.83,
Leathery-Leaved Locust,Hymenaea courbaril,0.83,
Leauri,Cupressus torulosa,0.47,
Leban,Vitex cofassus,0.67,
Leban,Vitex parviflora,0.68,
Leche Amarillo,Terminalia amazonia,0.76,
Legitu,Calophyllum inophyllum,0.55,
Legitu,Calophyllum tomentosum,0.59,
Legno Locusta,Hymenaea courbaril,0.83,
Legno Satino,Brosimum rubescens,0.63,
Lehase,Intsia bijuga,0.65,
Lekankate,Morus mesozygia,0.71,
Lekong,Aleurites moluccana,0.14,
Lelah,Melia azedarach,0.51,
Lemon Eeucalyptus,Eucalyptus citriodora,0.65,
Lemon Scented Gum,Eucalyptus citriodora,0.65,
Lemua,Melia azedarach,0.51,
Lenggapas,Mesua ferrea,0.92,
Lengkodang,Heritiera javanica,0.65,
Leori,Cupressus torulosa,0.47,
Lesi-Lesi,Heritiera javanica,0.65,
Leteballibelero,Erisma uncinatum,0.51,
Leungsir,Pometia pinnata,0.60,
Leuri,Cupressus torulosa,0.47,
Libu,Mammea africana,0.69,
Lichtnussbaum,Aleurites moluccana,0.14,
Licsujacat,Manilkara zapota,0.71,
Licurana,Hieronyma alchorneoides,0.58,
Lidia,Terminalia ivorensis,0.54,
Liemban,Alangium meyeri,0.56,
Lifaki Muindo,Lovoa trichiliodes,0.46,
Lifokpe,Morus mesozygia,0.71,
Light American Cordia,Cordia alliodora,0.51,
Light Limba,Terminalia superba,0.40,
Light Red lauan,Shorea contorta,0.37,4
Light Red lauan,Shorea leprosula,0.50,4
Light Red lauan,Shorea leptoclados,0.38,4
Light Red lauan,Shorea smithiana,0.43,4
Light Red Meranti,Shorea contorta,0.37,4
Light Red Meranti,Shorea leprosula,0.50,4
Light Red Meranti,Shorea leptoclados,0.38,4
Light Red Meranti,Shorea smithiana,0.43,4
Light Red Seraya,Shorea contorta,0.37,4
Light Red Seraya,Shorea leprosula,0.50,4
Light Red Seraya,Shorea leptoclados,0.38,4
Light Red Seraya,Shorea smithiana,0.43,4
Light Virola,Virola koschnyi,0.51,
Light Virola,Virola surinamensis,0.51,
Lightwood,Acacia melanoxylon,0.54,
Lignum Vitae,Tabebuia serratifolia,0.99,
Lignum vitae,Guaiacum officinale,1.13,16
Lignumvitae,Guaiacum spp.,1.26,10
Lihos,Lophira alata,0.94,
Liki,Pterocarpus indicus,0.57,
Liku,Lophira alata,0.94,
Likundu,Piptadeniastrum africanum,0.63,
Lila,Melia azedarach,0.51,
Lilac,Melia azedarach,0.51,
Lilas,Melia azedarach,0.51,
Lima,Gossypiospermum praecox,0.77,
Limba,Terminalia superba,0.40,2
Limba Clair,Terminalia superba,0.40,
Limba Noir,Terminalia superba,0.40,
Limbo,Terminalia superba,0.40,
Limetree,Tilia americana,0.37,
Limoncillo,Gossypiospermum praecox,0.77,
Lin,Tilia americana,0.37,
Linau,Lagerstroemia piriformis,0.67,
Linden,Tilia americana,0.37,
Linden,Tilia vulgaris,0.51,13
Lingan,Heritiera javanica,0.65,
Lingas,Melanorrhoea spp.,0.75,
Lingue,Afzelia bipindensis,0.62,
Lingue,Afzelia pachyloba,0.62,
Linkwai,Duabanga sonneratioides,0.37,
Linn,Tilia americana,0.37,
Linoe,Cedrela toona,0.47,
Liquidambar,Liquidambar styraciflua,0.52,
Liquidambo,Liquidambar styraciflua,0.52,
Lisengi,Musanga cecropioides,0.23,
Live oak,Quercus virginiana,0.84,
Loblolly Pine,Pinus taeda,0.51,1
Loco,Robinia pseudoacacia,0.69,
Locus,Hymenaea courbaril,0.83,
Locus Berry Tree,Byrsonima coriacea,0.68,
Locus Semirie,Hymenaea courbaril,0.83,
Locusboom,Hymenaea courbaril,0.83,
Locust,Gleditsia triacanthos,0.62,
Locust,Hymenaea courbaril,0.83,
Locust,Robinia pseudoacacia,0.69,
Locust Berry,Byrsonima coriacea,0.68,
Locust Gum,Hymenaea courbaril,0.83,
Locust Tree,Byrsonima coriacea,0.68,
Locust-Berry,Byrsonima coriacea,0.68,
Locustrier,Hymenaea courbaril,0.83,
Locust-Tree,Byrsonima coriacea,0.68,
Locuswood,Astronium graveolens,0.89,
Locuswood,Astronium graveolens,0.80,
Lodgepole Pine,Pinus contorta,0.41,1
Lodgepole Pine,Pinus ponderosa,0.40,
Logo Asagu,Chlorophora excelsa,0.70,
Loho,Musanga cecropioides,0.23,
Lokisi Kaka,Hymenaea courbaril,0.83,
Lokisie,Hymenaea courbaril,0.83,
Loko,Chlorophora excelsa,0.70,
Loksi,Hymenaea courbaril,0.83,
Loktob,Duabanga sonneratioides,0.37,
Lokus,Hymenaea courbaril,0.83,
Lokustbaum,Hymenaea courbaril,0.83,
Lolagbola,Oxystigma oxyphyllum,0.53,
Lomangene,Triplochiton scleroxylon,0.32,
London Plane,Platanus hybrida,0.59,
Long Leaf Pitch Pine,Pinus palustris,0.59,
Longleaf Pine,Pinus palustris,0.59,1
Longleaf Pine,Pinus taeda,0.51,
Longleaf Pitch Pine,Pinus palustris,0.59,
Longstraw Pine,Pinus palustris,0.59,
Loro Negro,Cordia alliodora,0.51,
Losus,Excoecaria agallocha,0.42,
Loto,Pometia pinnata,0.60,
Lotus Berry Tree,Byrsonima coriacea,0.68,
Louambo,Mitragyna ciliata,0.52,
Louambo,Mitragyna stipulosa,0.53,
Louisiana Cypress,Taxodium distichum,0.46,
Louisiana Red Cypress,Taxodium distichum,0.46,
Loup,Dracontomelon edule,0.44,
Lourel de Costa,Cordia alliodora,0.51,
Louro,Aniba duckei,0.56,
Louro,Cordia alliodora,0.51,
Louro Amarillo,Cordia alliodora,0.51,
Louro Inga,Amburana cearensis,0.58,
Louro Rosa,Aniba duckei,0.56,
Lovely Fir,Abies amabilis,0.43,
Lovoa,Lovoa trichiliodes,0.46,
Lovoa Wood,Lovoa trichiliodes,0.46,
Lowland Fir,Abies grandis,0.37,
Lowland White Fir,Abies grandis,0.37,
Lows Fir,Abies concolor,0.39,
Lubre,Tabebuia serratifolia,0.99,
Lucky Bean,Afzelia quanzensis,0.62,
Lud,Cedrela toona,0.47,
Luis,Hopea iriana,0.80,
Luis,Hopea odorata,0.63,
Lumati,Lagerstroemia piriformis,0.67,
Lumbang,Aleurites moluccana,0.14,
Lumbayao,Heritiera javanica,0.65,
Lumbayau,Heritiera javanica,0.65,
Lumbayau,Heritiera ornithocephala,0.70,
Lumbayaubato,Heritiera javanica,0.65,
Lumbayau-Batu,Heritiera javanica,0.65,
Lumpha,Intsia bijuga,0.65,
Lumpha,Intsia palembanica,0.65,
Lumpho,Intsia bijuga,0.65,
Lumpho,Intsia palembanica,0.65,
Lum-Pho,Intsia palembanica,0.65,
Lumpho-Thale,Intsia bijuga,0.65,
Lumpian,Lagerstroemia piriformis,0.67,
Lun,Shorea assamica,0.51,4
Lun,Shorea cochinchinensis,0.50,4
Lun,Shorea hypochra,0.58,4
Lun Puteh,Shorea assamica,0.51,4
Lun Puteh,Shorea cochinchinensis,0.50,4
Lun Puteh,Shorea hypochra,0.58,4
Lungulo,Heritiera javanica,0.65,
Lungun,Heritiera javanica,0.65,
Lusambar,Turraeanthus africanus,0.51,
Lusanga,Chlorophora excelsa,0.70,
Lusanga,Chlorophora regia,0.59,
Luzon Pine,Pinus insularis,0.50
Ma Hat,Artocarpus hirsuta,0.52,
Maa,Pometia pinnata,0.60,
Maay,Artocarpus hirsuta,0.52,
Mabohok,Casuarina equisetifolia,0.87,
Maca Wood,Platymiscium pinnatum,0.87,
Macacahuba,Platymiscium pinnatum,0.87,
Macacauba,Platymiscium pinnatum,0.87,4
Macacauba Preta,Platymiscium pinnatum,0.87,4
Macacauba Vermelha,Platymiscium pinnatum,0.87,4
Macacawood,Platymiscium pinnatum,0.87,4
Macahuba,Platymiscium pinnatum,0.87,
Macaranduba,Manilkara bidentata,0.95,
Macassar Ebony,Diospyros celebica,0.90,13
Machang,Mangifera altissima,0.52,
Machang,Mangifera indica,0.53,
Machibi,Guibourtia coleosperma,0.66,
Machilus,Machilus odoratissima,0.59,
Madagascar Rosewood,Dalbergia baronii,0.47,
Madagiri Vembu,Cedrela toona,0.47,
Madala,Pometia pinnata,0.60,
Madalo,Pometia pinnata,0.60,
Madang Koran,Koompassia malaccensis,0.76,
Madang Lajo,Aleurites moluccana,0.14,
Madeira,Swietenia macrophylla,0.47,
Madera Negra,Tabebuia serratifolia,0.99,
Madiera,Sickingia salvadorense,0.65,
Madeira,Swietenia macrophylla,0.47,
Madiera,Swietenia mahagoni,0.57,
Madkum,Bassia latifolia,0.82,
Madlau,Pometia pinnata,0.60,
Madrona,Arbutus menziesii,0.64,
Madrone,Arbutus menziesii,0.64,
Madrono,Arbutus menziesii,0.64,
Madu,Artocarpus hirsuta,0.52,
Mae,Artocarpus hirsuta,0.52,
Mafus,Cedrela toona,0.47,
Magaboling,Shorea negrosensis,0.59,
Magaklud,Lagerstroemia piriformis,0.67,
Magalibas,Koordersiodendron pinnatum,0.71,
Magangao,Shorea negrosensis,0.59,
Magas,Duabanga sonneratioides,0.37,
Magatalulong,Lagerstroemia piriformis,0.67,
Magbok,Xanthophyllum excelsum,0.67,
Magnenti,Testulea gabonensis,0.76,
Magnolia,Magnolia grandiflora,0.50,
Magnolia,Magnolia sororum,0.52,
Magnolia,Magnolia virginiana,0.52,
Magnolia,Magnolia yoroconte,0.52,
Magona,Rapanea melanophleos,0.74,
Magoncalo,Hieronyma alchorneoides,0.58,
Mag-Orang,Shorea negrosensis,0.59,
Magsantol,Sandoricum vidalii,0.65,
Magtabigi,Aglaia gigantea,0.54,
Magtalisa,Pometia pinnata,0.60,
Magugah,Lagerstroemia piriformis,0.67,
Maguyabud,Koordersiodendron pinnatum,0.71,
Maha Limbu,Cedrela toona,0.47,
Mahagoni,Swietenia mahagoni,0.57,
Mahalimo,Cedrela toona,0.47,
Mahang,Macaranga aleuritoides F. v. Mueller,0.38,18
Mahang,Macaranga hosei,0.34,18
Mahang,Macaranga hypoleuca,0.36,18
Mahanim,Cedrela toona,0.47,
Maharim,Cedrela toona,0.47,
Mahi,Artocarpus hirsuta,0.52,
Mahi Mai mMai,Artocarpus hirsuta,0.52,
Mahlun,Cedrela toona,0.47,
Mahog,Sickingia salvadorense,0.65,
Mahog,Swietenia mahagoni,0.57,
Mahogany,Chloroxylon swietenia,0.88,
Mahogany,Irvingia gabonensis,0.76,
Mahogany,Khaya nyassica,0.44,
Mahogany,Sickingia salvadorense,0.65,
Mahogany,Swietenia macrophylla,0.47,
Mahogany,Swietenia mahagoni,0.57,
Mahogany Bean,Afzelia quanzensis,0.62,
Mahogany Bean,Gymnocladus dioicus,0.40,
Mahogany du Pays,Swietenia mahagoni,0.57,
Mahogany Honduras,Swietenia macrophylla,0.47,
Mahogany Petites Feuilles,Swietenia mahagoni,0.57,
Mahok,Swietenia mahagoni,0.57,
Mahoni,Swietenia macrophylla,0.47,
Mahoni,Swietenia mahagoni,0.57,
Mahonie,Swietenia macrophylla,0.47,
Mahot,Couratari pulchra,0.53,4
Mahot Cigare,Couratari pulchra,0.53,4
Mahot Rouge,Mora excelsa,0.89,
Mahua,Bassia latifolia,0.82,
Mahula,Bassia latifolia,0.82,
Mahwa,Bassia latifolia,0.82,
Mai,Artocarpus hirsuta,0.52,
Mai Pradoo,Pterocarpus macrocarpus,0.79,3
Mai Takien,Hopea iriana,0.80,
Mai Takien,Hopea odorata,0.63,
Mai-Chi-Tawk,Pterocarpus macrocarpus,0.79,
Mai-Kam-Kaw,Mesua ferrea,0.92,
Maimat,Artocarpus hirsuta,0.52,
Mai-Pi-Tawk,Pterocarpus macrocarpus,0.79,
Mai-Pyele,Mitragyna parvifolia,0.59,
Mai-Ting,Mesua ferrea,0.92,
Makaasim,Syzygium buettnerianum,0.73,
Makagrien,Tabebuia serratifolia,0.99,
Makarou,Tieghemella heckelii,0.60,
Makhamong,Intsia bijuga,0.65,
Makhamong,Intsia palembanica,0.65,
Makhar,Intsia bijuga,0.65,
Makka,Minquartia guianensis,0.83,
Makka Groenhart,Tabebuia serratifolia,0.99,
Makopa,Aglaia gigantea,0.54,
Makore,Mimusops heckelii,0.55,
Makore,Tieghemella heckelii,0.60,
Makori,Tieghemella heckelii,0.60,
Makwe,Tieghemella heckelii,0.60,
Mala Kobe,Pometia pinnata,0.60,
Mala Ula,Pometia pinnata,0.60,
Malaalmaciga,Podocarpus guatemalensis,0.54,
Malaalmaciga,Podocarpus neriifolia,0.48,
Malabayabas,Tristania decorticata,1.03,
Malabobonau,Sandoricum vidalii,0.65,
Malaboda,Myristica sp.,0.54,
Malafio,Syzygium buettnerianum,0.73,
Malagangao,Shorea negrosensis,0.59,
Malagangau,Anisoptera curtisii,0.52,
Malagiting-Biting,Xanthophyllum excelsum,0.67,
Malaguab,Pometia pinnata,0.60,
Malah,Lophira alata,0.94,
Malai,Anisoptera curtisii,0.52,
Malakalumpang,Sterculia ceramica,0.29,
Malakapai,Alangium meyeri,0.56,
Malakatmon,Dillenia luzoniensis,0.65,
Malako,Peltogyne porphyrocardia,0.69,
Malako,Peltogyne venosa,0.69,
Malamba,Mitragyna ciliata,0.52,
Malangangau,Anisoptera curtisii,0.52,
Malangiso,Syzygium buettnerianum,0.73,
Malapaho,Anisoptera curtisii,0.52,
Malapaho,Mangifera altissima,0.52,
Malapaho,Mangifera indica,0.53,
Malarambo,Sandoricum vidalii,0.65,
Malasaging,Aglaia gigantea,0.54,
Malasantol,Sandoricum vidalii,0.65,
Malatagum,Pometia pinnata,0.60,
Malatapai,Aglaia gigantea,0.54,
Malatbang,Shorea negrosensis,0.59,
Male,Dipteryx odorata,0.82,
Mali,Cedrela toona,0.47,
Maligang,Aglaia gigantea,0.54,
Malimbato,Diplodiscus paniculatus,0.62,
Mallali,Diospyros ebenum,0.94,
Mallay,Mesua ferrea,0.92,
Mallay vembu,Melia azedarach,0.51,
Malobo,Diplodiscus paniculatus,0.62,
Malopaho,Anisoptera curtisii,0.52,
Maloucou,Mitragyna stipulosa,0.53,
Malucu,Mitragyna stipulosa,0.53,
Malugai,Pometia pinnata,0.60,
Malugai,Pometia tomentosa,0.59,
Malugal,Pometia pinnata,0.60,
Maluku,Mitragyna ciliata,0.52,
Maluku,Mitragyna stipulosa,0.53,
Mamaja,Mammea americana,0.74,
Mamangi,Chlorophora excelsa,0.70,
Mamaya,Mammea americana,0.74,
Mamecillo,Pouteria pomifera,0.84,
Mamecillo,Quercus alba,0.68,
Mamecillo,Quercus bicolor,0.72,
Mamecillo,Quercus coccinea,0.67,
Mamecillo,Quercus macrocarpa,0.64,
Mamecillo,Quercus michauxii,0.67,
Mamecillo,Quercus palustris,0.63,
Mamecillo,Quercus petraea,0.65,
Mamecillo,Quercus stellata,0.67,
Mamecillo,Quercus velutina,0.61,
Mamecillo,Quercus virginiana,0.84,
Mamee,Mammea americana,0.74,
Mamey,Mammea americana,0.74,
Mamey Amarillo,Mammea americana,0.74,
Mamey Cerera,Pouteria izabalensis,0.64,
Mamey Cerera,Pouteria pomifera,0.84,
Mamey de Cartagena,Mammea americana,0.74,
Mammea,Mammea africana,0.69,
Mammee Tree,Mammea americana,0.74,
Mamon,Pouteria izabalensis,0.64,
Mampolo,Spathodea campanulata,0.25,
Man Kobe,Catostemma fragrans,0.66,
Managbak,Xanthophyllum excelsum,0.67,
Manapo,Anisoptera curtisii,0.52,
Manaring,Diplodiscus paniculatus,0.62,
Manbarklak,Eschweilera sagotiana,0.90,
Man-Bijal,Grewia elastica,0.63,
Mancito,Hieronyma alchorneoides,0.58,
Mandalli,Virola surinamensis,0.51,
Mandio,Qualea albiflora,0.54,
Mandio,Qualea paraensis,0.58,
Mandioqueira,Qualea albiflora,0.54,
Mandioqueira,Qualea paraensis,0.58,
Mandioqueira Aspera,Qualea paraensis,0.58,
Mandioqueira Escamosa,Qualea paraensis,0.58,
Mandioqueira Lisa,Qualea paraensis,0.58,
Mandji,Chlorophora excelsa,0.70,
Mandji,Chlorophora regia,0.59,
Mandukam,Bassia latifolia,0.82,
Manga,Mangifera indica,0.53,
Mangalre,Diplodiscus paniculatus,0.62,
Mangaris,Koompassia excelsa,0.75,
Mangga,Mangifera altissima,0.52,
Mangga,Mangifera indica,0.53,
Manggaboom,Mangifera indica,0.53,
Manggachapui,Hopea iriana,0.80,
Manggachapui,Hopea odorata,0.63,
Manggachapui,Shorea negrosensis,0.59,
Manggis,Koompassia excelsa,0.75,
Manggis,Pometia pinnata,0.60,
Manggo,Mangifera indica,0.53,
Mangi,Terminalia arjuna,0.71,
Mangienhatti,Tabebuia serratifolia,0.99,
Mango,Mangifera altissima,0.52,
Mango,Mangifera indica,0.53,
Mangtan,Schima wallichii,0.62,
Manguier Sauvage,Irvingia gabonensis,0.76,
Manil,Vochysia guianensis,0.52,
Maninga,Pterocarpus angolensis,0.59,
Manio,Podocarpus guatemalensis,0.54,
Manio,Podocarpus neriifolia,0.48,
Manitoba Maple,Acer negundo,0.45,2
Maniu,Podocarpus guatemalensis,0.54,
Maniu,Podocarpus neriifolia,0.48,
Manjak,Cordia collococea,0.50,
Manni,Symphonia globulifera
0.63,2
Manni,Vochysia guianensis,0.52,
Mano de Leon,Tabebuia serratifolia,0.99,
Manonti Kaouali,Erisma uncinatum,0.51,
Manonti Kouali,Erisma uncinatum,0.51,
Mansanab,Pometia pinnata,0.60,
Mansiuri,Anisoptera costata,0.52,
Mansonia,Mansonia altissima,0.55,
Manteco,Byrsonima coriacea,0.68,
Manteco de Agua,Byrsonima coriacea,0.68,
Manu,Minquartia guianensis,0.83,
Manwood,Minquartia guianensis,0.83,
Manzanito de Montana,Gossypiospermum praecox,0.77,
Manzano,Gossypiospermum praecox,0.77,
